gc,length,Masso_5FC.consensus_round2.Illumina.sort_cov,bestsumorder_phylum,bestsumorder_class,bestsumorder_order,bestsumorder_family,bestsumorder_genus,bestsumorder_species,id,masked_pct
0.5514,19968,7.5694,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg13696,0.33
0.5898,19874,0.4148,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg17150,1.72
0.5801,19812,128.7318,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,ctg13525,0.39
0.5008,19809,5.4372,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella,Brucella anthropi,ctg13717,0.21
0.5653,19786,12.4193,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg13737,0.00
0.542,19770,8.387,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split0_ctg14723,0.22
0.5217,19761,4.4422,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg19076,0.00
0.5567,19673,4.1602,Proteobacteria,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis,split1_ctg18525,0.00
0.57,19632,5.8118,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg13856,0.00
0.5986,19457,226.9172,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,ctg13980,0.00
0.5538,19414,8.6577,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg13818,3.42
0.4493,19409,3.1289,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split1_ctg8598,2.55
0.5823,19400,18.2252,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia tasmaniensis,ctg13812,0.46
0.6031,19397,292.7859,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens,ctg16370,0.49
0.5646,19233,4.7389,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split6_ctg17413,0.26
0.5998,19172,238.6345,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split2_split0_ctg12092,2.50
0.5747,19097,12.105,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg18461,0.76
0.6371,19075,144.8104,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pseudomonas,Pseudomonas protegens,split0_ctg10943,0.89
0.577,19075,43.1095,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,ctg13897,0.94
0.5771,19056,121.3483,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia enterocolitica,ctg14032,0.12
0.6359,18943,0.1197,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium diazoefficiens,ctg13904,0.56
0.56,18931,22.7543,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,split1_split26_ctg12431,0.00
0.5943,18852,6.5971,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split13_ctg10880,0.63
0.6331,18794,150.0101,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg13968,0.22
0.5702,18631,8.7316,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg14024,0.00
0.6335,18626,127.6725,Proteobacteria,Gammaproteobacteria,Bacillales,Bacillaceae,Geobacillus,Geobacillus thermodenitrificans,ctg14123,0.47
0.5944,18575,247.4362,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Mycobacterium virus D29,split1_ctg12429,0.60
0.6179,18387,301.3706,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens,ctg14332,0.73
0.5796,18329,7.5265,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg14164,0.00
0.6105,18282,286.3174,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split1_split0_ctg7917,4.55
0.557,18183,6.9606,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg19803,0.69
0.5693,18180,8.353,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg14161,0.37
0.5694,18176,15.129,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg14135,0.29
0.5598,18094,7.879,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split1_ctg12948,0.00
0.4647,17934,7.0714,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,ctg14242,0.00
0.5708,17896,12.3972,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia tasmaniensis,split1_split0_ctg2,0.54
0.6119,17885,118.1376,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Escherichia coli,ctg14218,0.00
0.4931,17838,13.1728,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg14226,0.00
0.5141,17817,1.8222,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg17749,0.00
0.3825,17714,5.4842,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg14191,0.00
0.5428,17482,16.1907,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split6_ctg12529,0.56
0.5873,17390,58.1645,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg14435,1.24
0.6156,17359,38.2391,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,ctg14446,0.00
0.6277,17356,449.4356,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,ctg14359,1.12
0.5509,17350,4.419,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split2_ctg13147,0.33
0.5829,17344,8.4583,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg14463,0.56
0.6433,17331,370.2204,Proteobacteria,Gammaproteobacteria,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis,split1_ctg12306,0.98
0.5513,17317,5.1162,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg14431,0.00
0.4973,17315,0.8627,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia enterocolitica,ctg14437,0.26
0.5555,17279,3.801,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter koseri,split1_split0_ctg12563,0.00
0.6384,17229,41.3825,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,ctg14418,0.55
0.6323,17053,30.3143,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas protegens,split4_ctg14355,1.02
0.5346,16836,8.2373,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Yersinia,Salmonella enterica,ctg17860,0.00
0.5636,16727,6.4573,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg14592,0.00
0.622,16641,155.6413,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas protegens,ctg14752,0.22
0.5836,16572,11.9085,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,ctg19995,0.00
0.6006,16474,281.4481,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg14853,2.77
0.508,16371,5.2205,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,ctg14672,0.00
0.4922,16317,2.1653,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split10_ctg8598,0.83
0.5139,16317,3.8949,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split1_ctg15735,0.00
0.5867,16264,18.706,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split2_ctg7416,0.12
0.3035,16263,0.1447,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus influenzae,ctg14822,0.00
0.5842,16245,4.4523,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg14714,0.54
0.3809,16215,0.5072,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter baylyi,ctg14676,0.00
0.6005,16202,54.1407,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,ctg14715,0.00
0.62,16173,362.8366,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Escherichia coli,split2_ctg9522,1.14
0.5474,16088,6.493,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg14817,0.00
0.6253,15877,257.2342,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split4_ctg7722,4.19
0.6313,15832,175.6221,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,ctg14962,0.67
0.5206,15819,8.6176,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,split0_ctg7147,0.00
0.6398,15790,10.881,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,Dickeya dadantii,ctg14958,0.40
0.6101,15763,133.8918,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg14916,0.48
0.5973,15694,68.5807,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg15142,1.29
0.5246,15689,31.5566,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,ctg14907,0.00
0.5417,15609,8.018,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split2_ctg11411,0.76
0.6074,15519,403.6767,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,split21_split0_ctg9,1.01
0.5906,15505,23.0746,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae,ctg14969,0.83
0.5942,15432,17.2332,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,ctg15056,0.25
0.6317,15413,389.8901,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas protegens,split2_ctg11424,0.85
0.5719,15080,12.0482,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia tasmaniensis,split1_ctg10880,0.84
0.5956,15005,276.3413,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudomonadaceae,Pseudomonas,Pseudomonas syringae,split6_ctg10798,0.00
0.5379,15004,8.2261,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split4_ctg12796,0.00
0.6029,14932,2.6148,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella,Brucella abortus,ctg15224,0.00
0.6212,14864,468.6445,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens,ctg15267,2.34
0.6218,14786,113.092,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Escherichia coli,ctg15136,0.25
0.5956,14763,105.1311,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pseudomonas,Escherichia coli,ctg15284,0.27
0.6311,14723,348.3438,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium fredii,split2_ctg6840,1.77
0.5358,14663,9.4822,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg15346,0.00
0.5412,14594,39.0337,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas syringae,ctg15097,0.00
0.6023,14407,293.3959,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Mycobacterium tuberculosis,split1_ctg11424,0.83
0.5531,14352,3.9842,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split0_ctg17397,1.83
0.5074,14336,10.0146,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg15489,0.31
0.5381,14186,13.1988,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas syringae group genomosp. 3,ctg15446,0.00
0.5469,14083,3.4076,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia solanacearum,ctg15280,0.36
0.5591,14079,25.1869,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg14265,0.21
0.4937,13939,18.4383,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg15624,0.30
0.6326,13908,39.4379,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,split1_ctg13614,0.00
0.5735,13884,13.7346,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split0_ctg11411,0.00
0.6045,13871,297.4992,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,ctg15451,0.56
0.5376,13838,13.5976,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg15558,0.00
0.4437,13792,1.2341,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia multivorans,ctg15392,0.00
0.4824,13678,4.5455,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Sinorhizobium,Sinorhizobium fredii,split14_ctg8598,15.54
0.6168,13670,426.0536,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,split11_split0_ctg9,1.51
0.5506,13460,5.5593,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg15674,0.00
0.4926,13446,2.0008,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split4_ctg13322,0.34
0.615,13407,240.0149,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,ctg15584,0.49
0.5455,13404,10.2592,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg15767,0.30
0.6199,13390,272.419,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,ctg15251,0.15
0.5927,13295,14.5128,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Erwinia,Erwinia tasmaniensis,split8_ctg11256,0.17
0.6422,13291,38.8864,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter baylyi,ctg15778,0.00
0.5871,13243,11.153,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea cypripedii,ctg18759,0.30
0.5651,13191,10.9122,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg15666,0.00
0.5813,13154,4.468,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pectobacterium,Pectobacterium atrosepticum,split3_split29_ctg14121,0.00
0.5534,13017,4.4926,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg15868,0.46
0.6041,12989,483.3389,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens,split29_split0_ctg9,0.98
0.5124,12793,5.1787,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,split0_ctg14695,3.61
0.5147,12762,27.7261,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pectobacterium,Pectobacterium atrosepticum,split1_split306_ctg2,0.00
0.474,12716,75.9925,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas protegens,ctg15954,0.00
0.5583,12699,127.097,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens,split39_split0_ctg9,0.72
0.5821,12635,168.0662,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas protegens,ctg16227,0.00
0.6359,12556,144.8642,Proteobacteria,Gammaproteobacteria,Haloferacales,Haloferacaceae,Haloferax,Haloferax volcanii,ctg15976,0.88
0.5475,12553,7.5262,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split0_ctg14387,0.38
0.6261,12545,39.7181,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas protegens,split1_ctg14355,0.00
0.6031,12510,138.3014,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pseudomonas,Pseudomonas aeruginosa,ctg16084,0.00
0.6027,12495,259.2294,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,split3_ctg9586,0.68
0.5473,12460,4.1145,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split1_split0_ctg8990,0.00
0.5687,12414,19.8907,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split1_ctg9467,0.00
0.6378,12358,45.5208,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas syringae group genomosp. 3,ctg16103,0.00
0.6228,12322,45.8531,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,ctg16107,0.28
0.5961,12311,252.7683,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas protegens,ctg16045,0.00
0.5164,12255,4.589,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split0_ctg14772,0.00
0.6383,12237,345.8786,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Xanthomonas,Xanthomonas campestris,split7_ctg10798,0.77
0.5564,12155,10.14,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg16203,0.00
0.6246,12110,373.8735,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,ctg16238,1.75
0.3958,12105,0.3651,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,ctg16115,0.00
0.5932,12098,260.3134,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,split1_ctg12935,0.77
0.492,12048,1.6394,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split9_ctg18525,1.64
0.5381,12036,9.6825,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg18288,0.76
0.5464,12022,3.0749,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg16218,0.32
0.6164,12014,81.7704,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae,ctg16348,0.00
0.6513,12011,160.3844,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas protegens,ctg16212,0.48
0.641,11954,376.0786,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens,split1_ctg6840,0.39
0.5622,11937,29.0343,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg16224,0.42
0.5832,11870,329.6717,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Azotobacter vinelandii,split2_ctg14096,2.51
0.5598,11870,12.4737,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split3_ctg19095,0.92
0.5388,11811,3.1862,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg16216,0.00
0.5252,11725,0.0811,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium,Escherichia coli,ctg16301,0.00
0.5637,11649,4.6794,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split0_ctg5303,0.00
0.5817,11619,18.027,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Acinetobacter,Acinetobacter baylyi,ctg17068,0.32
0.5965,11600,41.7754,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split0_ctg15991,0.38
0.519,11589,1.7731,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg16627,2.34
0.5773,11479,220.1607,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens,split3_ctg12306,0.37
0.5473,11406,22.3977,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg16790,0.63
0.5138,11386,3.4959,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split1_split0_ctg11784,0.22
0.5408,11375,27.7139,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Danio rerio,ctg16425,0.32
0.5105,11337,6.5807,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split9_split59_ctg13531,0.00
0.5787,11303,15.4352,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,ctg16669,0.00
0.5772,11297,4.8746,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg16513,0.20
0.496,11234,12.2329,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg16710,0.00
0.5518,11180,6.1201,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg16541,0.00
0.6058,11121,9.6316,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split4_ctg14679,0.00
0.5946,11094,10.3437,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia tasmaniensis,ctg16543,0.80
0.5756,11073,11.2874,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split2_ctg15014,0.70
0.5385,11061,6.1777,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg16556,0.47
0.5588,11058,3.0507,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,ctg16691,0.00
0.6375,11011,4.3523,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium japonicum,ctg18665,0.81
0.6097,11003,18.1625,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Edwardsiella,Edwardsiella tarda,ctg16660,0.00
0.5625,10981,7.6021,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg16638,0.36
0.559,10957,1.4003,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas testosteroni,ctg16507,0.57
0.5711,10939,6.9254,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,ctg16552,0.56
0.5806,10919,3.8445,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter sp. 638,split1_ctg12591,0.00
0.619,10864,301.2573,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,split2_ctg13938,1.97
0.4025,10856,2.3745,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia bellii,ctg16601,86.44
0.6257,10853,464.0244,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split28_split0_ctg9,2.28
0.6187,10850,262.4124,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split2_ctg10389,2.43
